"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"5141","no checking",36,"delayed previously","car purchase",10875,"<100",">=7",2,"male","none",2,"car",45,"stores","own",2,"skilled","2","yes","yes","good"
"5142","<0",12,"critical","car purchase",2122,"<100","1<=X<4",3,"male","none",2,"real estate",39,"stores","rent",2,"skilled","2","no","no","good"
"5143","no checking",21,"taking credits","consumer goods",2241,"<100",">=7",4,"male","none",2,"real estate",50,"stores","own",2,"skilled","1","no","yes","good"
"5144","0<=X<200",18,"taking credits","consumer goods",3213,"500<=X<1000","0<X<1",1,"male","none",3,"real estate",25,"stores","rent",1,"skilled","1","no","yes","good"
"5145","0<=X<200",12,"taking credits","car purchase",7472,"no known savings","0",1,"female","none",2,"real estate",24,"stores","rent",1,"unskilled foreign","1","no","yes","good"
"5146","no checking",15,"taking credits","car purchase",3556,"no known savings","1<=X<4",3,"male","none",2,"unknown",29,"stores","own",1,"skilled","1","no","yes","good"
"5147","no checking",21,"taking credits","business",1572,">=1000",">=7",4,"female","none",4,"real estate",36,"bank","own",1,"unskilled resident","1","no","yes","good"
"5148","<0",10,"critical","car purchase",2241,"<100","0<X<1",1,"male","none",3,"real estate",48,"stores","rent",2,"unskilled resident","2","no","no","good"
"5149","no checking",6,"taking credits","consumer goods",1338,"500<=X<1000","1<=X<4",1,"male","none",4,"real estate",62,"stores","own",1,"skilled","1","no","yes","good"
"5150","no checking",6,"critical","consumer goods",1898,"no known savings","1<=X<4",2.72,"male","none",2,"real estate",34,"stores","own",2,"unskilled resident","2","no","yes","good"
"5151","0<=X<200",12,"taking credits","car purchase",1330,"<100","0<X<1",4,"male","none",1,"real estate",26,"stores","own",1,"skilled","1","no","yes","good"
"5152","no checking",9,"taking credits","consumer goods",2301,"100<=X<500","0<X<1",2,"female","none",4,"life insurance",22,"stores","rent",1,"skilled","1","no","yes","good"
"5153","no checking",24,"taking credits","car purchase",2346,"<100","4<=X<7",4,"male","none",3,"car",35,"stores","own",2,"skilled","1","yes","yes","good"
"5154","0<=X<200",18,"critical","consumer goods",3612,"<100",">=7",3,"male","none",4,"life insurance",37,"stores","own",1,"skilled","1","yes","yes","good"
"5155","0<=X<200",18,"critical","business",1887,"no known savings","1<=X<4",4,"male","none",4,"real estate",28,"bank","own",2,"skilled","1","no","yes","good"
"5156","no checking",6,"critical","consumer goods",1554,"<100","4<=X<7",1,"female","none",2,"car",24,"stores","rent",2,"skilled","1","yes","yes","good"
"5157","no checking",10,"taking credits","retraining",894,"no known savings","4<=X<7",4,"female","none",3,"life insurance",40,"stores","own",1,"skilled","1","yes","yes","good"
"5158","no checking",60,"delayed previously","consumer goods",15653,"<100","4<=X<7",2,"male","none",4,"car",21,"stores","own",2,"skilled","1","yes","yes","good"
"5159","<0",48,"taking credits","car purchase",4788,"<100","4<=X<7",4,"male","none",3,"life insurance",26,"stores","own",1,"skilled","2","no","yes","good"
"5160","no checking",18,"taking credits","consumer goods",3422,"<100",">=7",4,"male","none",3,"life insurance",47,"bank","own",3,"skilled","2","yes","yes","good"
"5161","no checking",10,"taking credits","car purchase",1597,"<100","1<=X<4",3,"male","none",2,"unknown",40,"stores","rent",1,"unskilled resident","2","no","no","good"
"5162","no checking",6,"taking credits","consumer goods",1543,">=1000","1<=X<4",4,"male","none",2,"real estate",33,"stores","own",1,"skilled","1","no","yes","good"
"5163","<0",42,"taking credits","consumer goods",7882,"<100","4<=X<7",2,"male","guarantor",4,"life insurance",45,"stores","for free",1,"skilled","2","no","yes","good"
"5164","no checking",6,"critical","car purchase",6761,"<100","4<=X<7",1,"male","none",3,"unknown",45,"stores","own",2,"high qualified","2","yes","yes","good"
"5165",">=200",10,"critical","car purchase",781,"<100",">=7",4,"male","none",4,"unknown",63,"stores","for free",2,"skilled","1","yes","yes","good"
"5166","0<=X<200",10,"paid fully","consumer goods",1048,"<100","1<=X<4",4,"male","none",4,"real estate",23,"stores","own",1,"unskilled resident","1","no","yes","good"
"5167","no checking",18,"taking credits","consumer goods",2051,"<100","0<X<1",4,"male","none",1,"real estate",32,"stores","own",1,"skilled","1","no","yes","good"
"5168",">=200",15,"taking credits","education",1905,"<100",">=7",4,"male","none",4,"car",40,"stores","rent",1,"high qualified","1","yes","yes","good"
"5169","<0",18,"taking credits","consumer goods",2659,">=1000","1<=X<4",4,"male","none",2,"car",28,"stores","own",1,"skilled","1","no","yes","good"
"5170","no checking",18,"critical","consumer goods",1098,"<100","0",4,"female","none",4,"car",65,"stores","own",2,"unskilled foreign","1","no","yes","good"
"5171","0<=X<200",12,"taking credits","consumer goods",625,"<100","0<X<1",4,"male","guarantor",1,"real estate",26,"bank","own",1,"unskilled resident","1","no","yes","good"
"5172","no checking",24,"taking credits","car purchase",2679,"<100","0<X<1",4,"female","none",1,"unknown",29,"stores","own",1,"high qualified","1","yes","yes","good"
"5173","<0",6,"taking credits","consumer goods",343,"<100","0<X<1",4,"female","none",1,"real estate",27,"stores","own",1,"skilled","1","no","yes","good"
"5174","no checking",12,"taking credits","consumer goods",2171,"<100","0<X<1",2,"female","none",2,"car",29,"bank","own",1,"skilled","1","no","yes","good"
"5175","<0",39,"critical","consumer goods",14179,"no known savings","4<=X<7",4,"male","none",4,"life insurance",30,"stores","own",2,"high qualified","1","yes","yes","good"
"5176",">=200",30,"critical","consumer goods",3656,"no known savings",">=7",4,"male","none",4,"life insurance",49,"stores","own",2,"unskilled resident","1","no","yes","good"
"5177","no checking",18,"critical","consumer goods",1800,"<100","1<=X<4",4,"male","none",2,"car",24,"stores","own",2,"skilled","1","no","yes","good"
"5178","no checking",24,"delayed previously","business",2375,"500<=X<1000","1<=X<4",4,"male","none",2,"car",44,"stores","own",2,"skilled","2","yes","yes","good"
"5179","no checking",30,"critical","consumer goods",2831,"<100","1<=X<4",4,"female","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","good"
"5180","no checking",18,"delayed previously","consumer goods",2320,"<100","0",2,"male","none",2,"real estate",34,"stores","own",2,"skilled","1","no","yes","good"
"5181","<0",21,"critical","car purchase",1602,"<100",">=7",4,"male","none",3,"car",30,"stores","own",2,"skilled","1","yes","yes","good"
"5182","0<=X<200",13,"critical","consumer goods",882,"<100","0<X<1",4,"male","guarantor",4,"real estate",23,"stores","own",2,"skilled","1","no","yes","good"
"5183","no checking",24,"delayed previously","car purchase",717,"no known savings",">=7",4,"male","none",4,"car",54,"stores","own",2,"skilled","1","yes","yes","good"
"5184","no checking",12,"taking credits","car purchase",2390,"no known savings",">=7",4,"male","none",3,"car",50,"stores","own",1,"skilled","1","yes","yes","good"
"5185","no checking",12,"taking credits","consumer goods",804,"<100",">=7",4,"male","none",4,"car",38,"stores","own",1,"skilled","1","no","yes","good"
"5186","0<=X<200",12,"critical","car purchase",2366,"500<=X<1000","4<=X<7",3,"male","none",3,"car",36,"stores","own",1,"high qualified","1","yes","yes","good"
"5187","no checking",56,"delayed previously","consumer goods",15653,"<100","4<=X<7",2,"male","none",4,"car",21,"stores","own",2,"skilled","1","yes","yes","good"
"5188","<0",11,"taking credits","car purchase",3905,"<100","1<=X<4",2,"male","none",2,"real estate",36,"stores","rent",2,"skilled","2","no","yes","good"
"5189","0<=X<200",16,"critical","car purchase",1175,"<100","0",2,"male","none",3,"car",68,"stores","for free",3,"unskilled foreign","1","yes","yes","good"
"5190","no checking",6,"taking credits","car purchase",3518,"<100","1<=X<4",2,"male","guarantor",3,"life insurance",26,"stores","rent",1,"skilled","1","no","yes","good"
"5191","no checking",28,"critical","car purchase",5804,">=1000","1<=X<4",4,"male","none",2,"real estate",27,"stores","own",2,"skilled","1","no","yes","good"
"5192","no checking",6,"critical","car purchase",362,"100<=X<500","1<=X<4",4,"female","none",4,"car",52,"stores","own",2,"unskilled resident","1","no","yes","good"
"5193","no checking",6,"paid fully","consumer goods",426,"<100",">=7",4,"male","none",4,"car",39,"stores","own",1,"unskilled resident","1","no","yes","good"
"5194","no checking",28,"critical","consumer goods",2743,"<100",">=7",4,"male","none",2,"car",29,"stores","own",2,"skilled","1","no","yes","good"
"5195","no checking",36,"taking credits","consumer goods",3835,"no known savings",">=7",2,"female","none",4,"real estate",45,"stores","own",1,"unskilled resident","1","yes","yes","good"
"5196","0<=X<200",18,"critical","consumer goods",3612,"<100",">=7",3,"female","none",4,"life insurance",37,"stores","own",1,"skilled","1","yes","yes","good"
"5197","0<=X<200",18,"taking credits","education",1239,"no known savings","1<=X<4",4,"male","none",4,"unknown",61,"stores","for free",1,"skilled","1","no","yes","good"
"5198","no checking",18,"critical","consumer goods",1098,"<100","0",4,"female","none",4,"car",65,"stores","own",2,"unskilled foreign","1","no","yes","good"
"5199","0<=X<200",6,"taking credits","consumer goods",484,"<100","4<=X<7",3,"male","guarantor",3,"real estate",28,"bank","own",1,"unskilled resident","1","no","yes","good"
"5200","no checking",15,"taking credits","consumer goods",1262,"500<=X<1000","4<=X<7",4,"male","none",3,"life insurance",36,"stores","own",2,"skilled","1","yes","yes","good"
"5201","no checking",12,"taking credits","consumer goods",3077,"<100","1<=X<4",2,"male","none",4,"car",52,"stores","own",1,"skilled","1","yes","yes","good"
"5202","no checking",7,"critical","consumer goods",846,"no known savings",">=7",3,"male","none",4,"unknown",36,"stores","for free",1,"skilled","1","no","yes","good"
"5203","0<=X<200",30,"critical","car purchase",2181,"no known savings",">=7",4,"male","none",4,"real estate",36,"stores","own",2,"skilled","1","no","yes","good"
"5204","0<=X<200",10,"taking credits","consumer goods",1521,"<100","1<=X<4",4,"male","none",2,"car",31,"stores","own",1,"unskilled resident","1","no","yes","good"
"5205","<0",18,"critical","consumer goods",1880,"<100","4<=X<7",4,"male","none",1,"life insurance",32,"stores","own",2,"high qualified","1","yes","yes","good"
"5206","<0",21,"taking credits","consumer goods",3599,"<100","4<=X<7",1,"female","none",4,"car",26,"stores","rent",1,"unskilled resident","1","no","yes","good"
"5207","0<=X<200",10,"paid fully","consumer goods",1048,"<100","1<=X<4",4,"male","none",4,"real estate",23,"stores","own",1,"unskilled resident","1","no","yes","good"
"5208","no checking",6,"taking credits","consumer goods",2108,"<100","4<=X<7",2,"male","none",2,"real estate",29,"stores","rent",1,"skilled","1","no","yes","good"
"5209","no checking",24,"critical","consumer goods",1585,"<100","4<=X<7",4,"male","none",3,"life insurance",40,"stores","own",2,"skilled","1","no","yes","good"
"5210","0<=X<200",12,"taking credits","consumer goods",1567,"<100","1<=X<4",1,"female","none",1,"car",22,"stores","own",1,"skilled","1","yes","yes","good"
"5211","0<=X<200",36,"delayed previously","business",9857,"100<=X<500","4<=X<7",1,"male","none",3,"life insurance",38,"stores","own",2,"unskilled resident","2","yes","yes","good"
"5212","no checking",15,"delayed previously","consumer goods",960,">=1000","4<=X<7",3,"female","none",2,"life insurance",30,"stores","own",2,"skilled","1","no","yes","good"
"5213","0<=X<200",30,"delayed previously","business",2503,"100<=X<500",">=7",4,"male","none",2,"life insurance",41,"stores","own",2,"skilled","1","no","yes","good"
"5214","no checking",36,"taking credits","business",7409,"no known savings",">=7",3,"male","none",2,"life insurance",37,"stores","own",2,"skilled","1","no","yes","good"
"5215","no checking",24,"critical","business",4526,"<100","1<=X<4",3,"male","none",2,"real estate",74,"stores","own",1,"high qualified","1","yes","yes","good"
"5216","0<=X<200",24,"delayed previously","consumer goods",2333,"no known savings","0<X<1",4,"male","none",2,"life insurance",29,"bank","own",1,"unskilled resident","1","no","yes","good"
"5217","<0",9,"taking credits","consumer goods",1364,"<100","4<=X<7",3,"male","none",4,"real estate",59,"stores","own",1,"skilled","1","no","yes","good"
"5218","no checking",15,"taking credits","car purchase",3812,"100<=X<500","0<X<1",1,"female","none",4,"car",23,"stores","own",1,"skilled","1","yes","yes","good"
"5219","no checking",36,"delayed previously","car purchase",10875,"<100",">=7",2,"male","none",2,"car",45,"stores","own",2,"skilled","2","yes","yes","good"
"5220","no checking",9,"taking credits","car purchase",3577,"100<=X<500","1<=X<4",1,"male","guarantor",2,"real estate",26,"stores","rent",1,"skilled","2","no","no","good"
"5221",">=200",10,"critical","car purchase",781,"<100",">=7",4,"male","none",4,"unknown",63,"stores","for free",2,"skilled","1","yes","yes","good"
"5222","0<=X<200",18,"taking credits","car purchase",6260,"<100","4<=X<7",3,"male","none",3,"real estate",28,"stores","rent",1,"unskilled resident","1","no","yes","good"
"5223","no checking",36,"critical","consumer goods",9566,"<100","1<=X<4",2,"female","none",2,"car",31,"stores","own",2,"skilled","1","no","yes","good"
"5224","no checking",24,"critical","consumer goods",3777,">=1000","1<=X<4",3.41,"male","none",4,"real estate",50,"stores","own",1,"skilled","1","yes","yes","good"
"5225","0<=X<200",24,"delayed previously","car purchase",1965,"no known savings","1<=X<4",4,"female","none",4,"car",42,"stores","rent",2,"skilled","1","yes","yes","good"
"5226","0<=X<200",36,"critical","consumer goods",2337,"<100",">=7",4,"male","none",4,"real estate",36,"stores","own",1,"skilled","1","no","yes","good"
"5227","no checking",24,"critical","car purchase",1940,">=1000",">=7",4,"male","none",4,"real estate",60,"stores","own",1,"skilled","1","yes","yes","good"
"5228","0<=X<200",11,"critical","car purchase",1322,">=1000","1<=X<4",4,"male","none",4,"car",40,"stores","own",2,"skilled","1","no","yes","good"
"5229","0<=X<200",24,"delayed previously","consumer goods",6403,"<100","0<X<1",1,"male","none",2,"car",33,"stores","own",1,"skilled","1","no","yes","good"
"5230","0<=X<200",6,"critical","retraining",932,"no known savings","4<=X<7",1,"female","none",3,"life insurance",39,"stores","own",2,"skilled","1","no","yes","good"
"5231","no checking",9,"taking credits","consumer goods",1236,"<100","0<X<1",1,"female","none",4,"real estate",23,"stores","rent",1,"skilled","1","yes","yes","good"
"5232","no checking",4,"critical","consumer goods",1544,"<100","4<=X<7",2,"male","none",1,"real estate",42,"stores","own",3,"unskilled resident","2","no","yes","good"
"5233","0<=X<200",18,"taking credits","consumer goods",866,"<100","1<=X<4",4,"male","guarantor",2,"real estate",25,"stores","own",1,"unskilled resident","1","no","yes","good"
